season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name
Summer,1932,Bronze,FIN,Finland,Aatos Tuomas JASKARI,1932 Los Angeles,Wrestling Freestyle,Men's,- 56kg (bantamweight)
Summer,1932,Gold,FIN,Finland,Hermanni PIHLAJAMÄKI,1932 Los Angeles,Wrestling Freestyle,Men's,56 - 61kg (featherweight)
Summer,1932,Silver,USA,United States,Edgar NEMIR,1932 Los Angeles,Wrestling Freestyle,Men's,56 - 61kg (featherweight)
Summer,1932,Bronze,SWE,Sweden,Einar KARLSSON,1932 Los Angeles,Wrestling Freestyle,Men's,56 - 61kg (featherweight)
Summer,1932,Gold,FRA,France,Charles PACÔME,1932 Los Angeles,Wrestling Freestyle,Men's,61 - 66kg (lightweight)
Summer,1932,Silver,HUN,Hungary,Károly KÁRPÁTI,1932 Los Angeles,Wrestling Freestyle,Men's,61 - 66kg (lightweight)
Summer,1932,Bronze,SWE,Sweden,Gustaf KLARÉN,1932 Los Angeles,Wrestling Freestyle,Men's,61 - 66kg (lightweight)
Summer,1932,Gold,USA,United States,Jack Francis VAN BEBBER,1932 Los Angeles,Wrestling Freestyle,Men's,66 - 72kg (welterweight)
Summer,1932,Silver,CAN,Canada,Daniel MACDONALD,1932 Los Angeles,Wrestling Freestyle,Men's,66 - 72kg (welterweight)
Summer,1932,Bronze,FIN,Finland,Eino Augusti LEINO,1932 Los Angeles,Wrestling Freestyle,Men's,66 - 72kg (welterweight)
Summer,1932,Gold,SWE,Sweden,Ivar JOHANSSON,1932 Los Angeles,Wrestling Freestyle,Men's,72 - 79kg (middleweight)
Summer,1932,Silver,FIN,Finland,Kyösti Aukusti LUUKKO,1932 Los Angeles,Wrestling Freestyle,Men's,72 - 79kg (middleweight)
Summer,1932,Bronze,HUN,Hungary,József TUNYOGI,1932 Los Angeles,Wrestling Freestyle,Men's,72 - 79kg (middleweight)
Summer,1932,Gold,USA,United States,Peter MEHRINGER,1932 Los Angeles,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight)
Summer,1932,Silver,SWE,Sweden,Thure SJÖSTEDT,1932 Los Angeles,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight)
Summer,1932,Bronze,AUS,Australia,Eddie SCARF,1932 Los Angeles,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight)
Summer,1932,Gold,SWE,Sweden,Johan RICKTTOFF,1932 Los Angeles,Wrestling Freestyle,Men's,+ 87kg (heavyweight)
Summer,1932,Silver,USA,United States,John Horn RILEY,1932 Los Angeles,Wrestling Freestyle,Men's,+ 87kg (heavyweight)
Summer,1932,Bronze,AUT,Austria,Nikolaus HIRSCHL,1932 Los Angeles,Wrestling Freestyle,Men's,+ 87kg (heavyweight)
Summer,1932,Gold,GER,Germany,Jakob BRENDEL,1932 Los Angeles,Wrestling Greco-Roman,Men's,- 56kg (bantamweight)
Summer,1932,Silver,ITA,Italy,Marcello NIZZOLA,1932 Los Angeles,Wrestling Greco-Roman,Men's,- 56kg (bantamweight)
Summer,1932,Bronze,FRA,France,Louis FRANÇOIS,1932 Los Angeles,Wrestling Greco-Roman,Men's,- 56kg (bantamweight)
Summer,1932,Gold,ITA,Italy,Giovanni GOZZI,1932 Los Angeles,Wrestling Greco-Roman,Men's,56 - 61kg (featherweight)
Summer,1932,Silver,GER,Germany,Wolfgang EHRL,1932 Los Angeles,Wrestling Greco-Roman,Men's,56 - 61kg (featherweight)
Summer,1932,Bronze,FIN,Finland,Lauri KOSKELA,1932 Los Angeles,Wrestling Greco-Roman,Men's,56 - 61kg (featherweight)
Summer,1932,Gold,SWE,Sweden,Eric MALMBERG,1932 Los Angeles,Wrestling Greco-Roman,Men's,61 - 66kg (lightweight)
Summer,1932,Silver,DEN,Denmark,Abraham KURLAND,1932 Los Angeles,Wrestling Greco-Roman,Men's,61 - 66kg (lightweight)
Summer,1932,Bronze,GER,Germany,Eduard SPERLING,1932 Los Angeles,Wrestling Greco-Roman,Men's,61 - 66kg (lightweight)
Summer,1932,Gold,SWE,Sweden,Ivar JOHANSSON,1932 Los Angeles,Wrestling Greco-Roman,Men's,66 - 72kg (welterweight)
Summer,1932,Silver,FIN,Finland,Väinö KAJANDER,1932 Los Angeles,Wrestling Greco-Roman,Men's,66 - 72kg (welterweight)
Summer,1932,Bronze,ITA,Italy,Ercole GALLEGATI,1932 Los Angeles,Wrestling Greco-Roman,Men's,66 - 72kg (welterweight)
Summer,1932,Gold,FIN,Finland,Väinö Anselmi KOKKINEN,1932 Los Angeles,Wrestling Greco-Roman,Men's,72 - 79kg (middleweight)
Summer,1932,Silver,GER,Germany,Jean FÖLDEÁK,1932 Los Angeles,Wrestling Greco-Roman,Men's,72 - 79kg (middleweight)
Summer,1932,Bronze,SWE,Sweden,Axel CADIER,1932 Los Angeles,Wrestling Greco-Roman,Men's,72 - 79kg (middleweight)
Summer,1932,Gold,SWE,Sweden,Rudolf SVENSSON,1932 Los Angeles,Wrestling Greco-Roman,Men's,79 - 87kg (light-heavyweight)
Summer,1932,Silver,FIN,Finland,Onni PELLINEN,1932 Los Angeles,Wrestling Greco-Roman,Men's,79 - 87kg (light-heavyweight)
Summer,1932,Bronze,ITA,Italy,Mario GRUPPIONI,1932 Los Angeles,Wrestling Greco-Roman,Men's,79 - 87kg (light-heavyweight)
Summer,1932,Gold,SWE,Sweden,Carl WESTERGREN,1932 Los Angeles,Wrestling Greco-Roman,Men's,+ 87kg (super heavyweight)
Summer,1932,Silver,TCH,Czechoslovakia,Josef URBAN,1932 Los Angeles,Wrestling Greco-Roman,Men's,+ 87kg (super heavyweight)
Summer,1932,Bronze,AUT,Austria,Nikolaus HIRSCHL,1932 Los Angeles,Wrestling Greco-Roman,Men's,+ 87kg (super heavyweight)
Summer,1936,Gold,USA,United States,Jesse OWENS,1936 Berlin,Athletics,Men's,100m
Summer,1936,Silver,USA,United States,Ralph METCALFE,1936 Berlin,Athletics,Men's,100m
Summer,1936,Bronze,NED,Netherlands,Martinus OSENDARP,1936 Berlin,Athletics,Men's,100m
Summer,1936,Gold,USA,United States,Jesse OWENS,1936 Berlin,Athletics,Men's,200m
Summer,1936,Silver,USA,United States,Matthew Mackenzie ROBINSON,1936 Berlin,Athletics,Men's,200m
Summer,1936,Bronze,NED,Netherlands,Martinus OSENDARP,1936 Berlin,Athletics,Men's,200m
Summer,1936,Gold,USA,United States,Archibald Franklin WILLIAMS,1936 Berlin,Athletics,Men's,400m
Summer,1936,Silver,GBR,Great Britain,Godfrey BROWN,1936 Berlin,Athletics,Men's,400m
Summer,1936,Bronze,USA,United States,James Ellis LU VALLE,1936 Berlin,Athletics,Men's,400m
Summer,1936,Gold,USA,United States,John WOODRUFF,1936 Berlin,Athletics,Men's,800m
Summer,1936,Silver,ITA,Italy,Mario LANZI,1936 Berlin,Athletics,Men's,800m
Summer,1936,Bronze,CAN,Canada,Philip EDWARDS,1936 Berlin,Athletics,Men's,800m
Summer,1936,Gold,NZL,New Zealand,John LOVELOCK,1936 Berlin,Athletics,Men's,1500m
Summer,1936,Silver,USA,United States,Glenn CUNNINGHAM,1936 Berlin,Athletics,Men's,1500m
Summer,1936,Bronze,ITA,Italy,Luigi BECCALI,1936 Berlin,Athletics,Men's,1500m
Summer,1936,Gold,FIN,Finland,Gunnar HÖCKERT,1936 Berlin,Athletics,Men's,5000m
Summer,1936,Silver,FIN,Finland,Lauri LEHTINEN,1936 Berlin,Athletics,Men's,5000m
Summer,1936,Bronze,SWE,Sweden,Henry JONSSON-KÄLARNE,1936 Berlin,Athletics,Men's,5000m
Summer,1936,Gold,FIN,Finland,Ilmari SALMINEN,1936 Berlin,Athletics,Men's,10000m
Summer,1936,Silver,FIN,Finland,Arvo ASKOLA,1936 Berlin,Athletics,Men's,10000m
Summer,1936,Bronze,FIN,Finland,Volmari ISO-HOLLO,1936 Berlin,Athletics,Men's,10000m
Summer,1936,Gold,JPN,Japan,Kitei SON,1936 Berlin,Athletics,Men's,marathon
Summer,1936,Silver,GBR,Great Britain,Ernest HARPER,1936 Berlin,Athletics,Men's,marathon
Summer,1936,Bronze,JPN,Japan,Shoryu NAN,1936 Berlin,Athletics,Men's,marathon
Summer,1936,Gold,USA,United States,Forrest TOWNS,1936 Berlin,Athletics,Men's,110m hurdles
Summer,1936,Silver,GBR,Great Britain,Donald FINLAY,1936 Berlin,Athletics,Men's,110m hurdles
Summer,1936,Bronze,USA,United States,Fritz POLLARD,1936 Berlin,Athletics,Men's,110m hurdles
Summer,1936,Gold,USA,United States,Glenn HARDIN,1936 Berlin,Athletics,Men's,400m hurdles
Summer,1936,Silver,CAN,Canada,John LOARING,1936 Berlin,Athletics,Men's,400m hurdles
Summer,1936,Bronze,PHI,Philippines,Miguel WHITE,1936 Berlin,Athletics,Men's,400m hurdles
Summer,1936,Gold,FIN,Finland,Volmari ISO-HOLLO,1936 Berlin,Athletics,Men's,3000m steeplechase
Summer,1936,Silver,FIN,Finland,Kaarlo Jalmari TUOMINEN,1936 Berlin,Athletics,Men's,3000m steeplechase
Summer,1936,Bronze,GER,Germany,Alfred DOMPERT,1936 Berlin,Athletics,Men's,3000m steeplechase
Summer,1936,Gold,USA,United States,"Ralph METCALFE, Foy DRAPER, Jesse OWENS, Frank WYKOFF",1936 Berlin,Athletics,Men's,4x100m relay
Summer,1936,Silver,ITA,Italy,"Gianni CALDANA, Tullio GONNELLI, Orazio MARIANI, Elio RAGNI",1936 Berlin,Athletics,Men's,4x100m relay
Summer,1936,Bronze,GER,Germany,"Gerd HORNBERGER, Wilhelm LEICHUM, Erich BORCHMEYER, Erwin GILLMEISTER",1936 Berlin,Athletics,Men's,4x100m relay
Summer,1936,Gold,GBR,Great Britain,"Frederick Ferdinand WOLFF, Godfrey RAMPLING, Godfrey BROWN, William ROBERTS",1936 Berlin,Athletics,Men's,4x400m relay
Summer,1936,Silver,USA,United States,"Alfred FITCH, Robert YOUNG, Harold CAGLE, Edward O'BRIEN",1936 Berlin,Athletics,Men's,4x400m relay
Summer,1936,Bronze,GER,Germany,"Rudolf HARBIG, Harry VOIGT, Helmut HAMANN, Friedrich VON STÜLPNAGEL",1936 Berlin,Athletics,Men's,4x400m relay
Summer,1936,Gold,GBR,Great Britain,Harold WHITLOCK,1936 Berlin,Athletics,Men's,50km walk
Summer,1936,Silver,SUI,Switzerland,Arthur SCHWAB,1936 Berlin,Athletics,Men's,50km walk
Summer,1936,Bronze,LAT,Latvia,Adalberts BUBENKO,1936 Berlin,Athletics,Men's,50km walk
Summer,1936,Gold,USA,United States,Jesse OWENS,1936 Berlin,Athletics,Men's,long jump
Summer,1936,Silver,GER,Germany,Luz LONG,1936 Berlin,Athletics,Men's,long jump
Summer,1936,Bronze,JPN,Japan,Naoto TAJIMA,1936 Berlin,Athletics,Men's,long jump
Summer,1936,Gold,JPN,Japan,Naoto TAJIMA,1936 Berlin,Athletics,Men's,triple jump
Summer,1936,Silver,JPN,Japan,Masao HARADA,1936 Berlin,Athletics,Men's,triple jump
Summer,1936,Bronze,AUS,Australia,Jack METCALFE,1936 Berlin,Athletics,Men's,triple jump
Summer,1936,Gold,USA,United States,Cornelius JOHNSON,1936 Berlin,Athletics,Men's,high jump
Summer,1936,Silver,USA,United States,Dave ALBRITTON,1936 Berlin,Athletics,Men's,high jump
Summer,1936,Bronze,USA,United States,Delos THURBER,1936 Berlin,Athletics,Men's,high jump
Summer,1936,Gold,USA,United States,Earle MEADOWS,1936 Berlin,Athletics,Men's,pole vault
Summer,1936,Silver,JPN,Japan,Shuhei NISHIDA,1936 Berlin,Athletics,Men's,pole vault
Summer,1936,Bronze,JPN,Japan,Sueo OE,1936 Berlin,Athletics,Men's,pole vault
Summer,1936,Gold,GER,Germany,Hans WOELLKE,1936 Berlin,Athletics,Men's,shot put
Summer,1936,Silver,FIN,Finland,Sulo BÄRLUND,1936 Berlin,Athletics,Men's,shot put
Summer,1936,Bronze,GER,Germany,Gerhard STÖCK,1936 Berlin,Athletics,Men's,shot put
Summer,1936,Gold,USA,United States,William Kenneth CARPENTER,1936 Berlin,Athletics,Men's,discus throw
Summer,1936,Silver,USA,United States,Gordon DUNN,1936 Berlin,Athletics,Men's,discus throw
Summer,1936,Bronze,ITA,Italy,Giorgio OBERWEGER,1936 Berlin,Athletics,Men's,discus throw
Summer,1936,Gold,GER,Germany,Karl HEIN,1936 Berlin,Athletics,Men's,hammer throw
Summer,1936,Silver,GER,Germany,Erwin BLASK,1936 Berlin,Athletics,Men's,hammer throw
Summer,1936,Bronze,SWE,Sweden,Fred WARNGÅRD,1936 Berlin,Athletics,Men's,hammer throw
Summer,1936,Gold,GER,Germany,Gerhard STÖCK,1936 Berlin,Athletics,Men's,javelin throw
Summer,1936,Silver,FIN,Finland,Yrjö NIKKANEN,1936 Berlin,Athletics,Men's,javelin throw
Summer,1936,Bronze,FIN,Finland,Kalervo TOIVONEN,1936 Berlin,Athletics,Men's,javelin throw
Summer,1936,Gold,USA,United States,Glenn MORRIS,1936 Berlin,Athletics,Men's,decathlon
Summer,1936,Silver,USA,United States,Robert Hyatt CLARK,1936 Berlin,Athletics,Men's,decathlon
Summer,1936,Bronze,USA,United States,Jack PARKER,1936 Berlin,Athletics,Men's,decathlon
Summer,1936,Gold,USA,United States,Helen STEPHENS,1936 Berlin,Athletics,Women's,100m
Summer,1936,Silver,POL,Poland,Stanislawa WALASIEWICZ,1936 Berlin,Athletics,Women's,100m
Summer,1936,Bronze,GER,Germany,Käthe KRAUSS,1936 Berlin,Athletics,Women's,100m
Summer,1936,Gold,ITA,Italy,Ondina VALLA,1936 Berlin,Athletics,Women's,80m hurdles
Summer,1936,Silver,GER,Germany,Anni STEUER,1936 Berlin,Athletics,Women's,80m hurdles
Summer,1936,Bronze,CAN,Canada,Elizabeth TAYLOR,1936 Berlin,Athletics,Women's,80m hurdles
Summer,1936,Gold,USA,United States,"Helen STEPHENS, Harriet BLAND, Annette ROGERS, Elizabeth ROBINSON",1936 Berlin,Athletics,Women's,4x100m relay
Summer,1936,Silver,GBR,Great Britain,"Violet OLNEY, Barbara BURKE, Audrey BROWN, Eileen HISCOCK",1936 Berlin,Athletics,Women's,4x100m relay
Summer,1936,Bronze,CAN,Canada,"Dorothy BROOKSHAW, Mildred Jeanette DOLSON-CAVILL, Hilda CAMERON, Aileen MEAGHER",1936 Berlin,Athletics,Women's,4x100m relay
Summer,1936,Gold,HUN,Hungary,Ibolya CSÁK,1936 Berlin,Athletics,Women's,high jump
Summer,1936,Silver,GBR,Great Britain,Dorothy ODAM,1936 Berlin,Athletics,Women's,high jump
Summer,1936,Bronze,GER,Germany,Elfriede KAUN,1936 Berlin,Athletics,Women's,high jump
Summer,1936,Gold,GER,Germany,Gisela MAUERMAYER,1936 Berlin,Athletics,Women's,discus throw
Summer,1936,Silver,POL,Poland,Jadwiga WAJS,1936 Berlin,Athletics,Women's,discus throw
Summer,1936,Bronze,GER,Germany,Paula MOLLENHAUER,1936 Berlin,Athletics,Women's,discus throw
Summer,1936,Gold,GER,Germany,Tilly FLEISCHER,1936 Berlin,Athletics,Women's,javelin throw
Summer,1936,Silver,GER,Germany,Luise KRÜGER,1936 Berlin,Athletics,Women's,javelin throw
Summer,1936,Bronze,POL,Poland,Maria KWASNIEWSKA,1936 Berlin,Athletics,Women's,javelin throw
Summer,1936,Gold,USA,United States,"Joseph Cephis FORTENBERRY, Ralph BISHOP, Duane SWANSON, John GIBBONS, Frank LUBIN, Jack RAGLAND, Carl KNOWLES, Carl SHY, Arthur Owen MOLLNER, Francis JOHNSON, William WHEATLEY, Sam BALTER, Willard SCHMIDT, Donald PIPER",1936 Berlin,Basketball,Men's,basketball
Summer,1936,Silver,CAN,Canada,"Jan ALLISON, James STEWART, Gordon AITCHISON, Charles CHAPMAN, Malcolm WISEMAN, Arthur CHAPMAN, Irving MERETSKY, Douglas PEDEN, Edward John DAWSON",1936 Berlin,Basketball,Men's,basketball
Summer,1936,Bronze,MEX,Mexico,"Rodolfo CHOPERENA IRIZARRI, Greer SKOUSEN SPILSBURY, Silvio HERNANDEZ DEL VALLE, Jesus OLMOZ MORENO, Francisco MARTINEZ CORDERO, Andres GOMEZ DOMINGUEZ, Carlos BORJA MORCA, Jose PAMPLONA LECUANDA, Luis Ignacio DE LA VEGA LEIJA, Raul FERNANDEZ ROBERT, Victor Hugo BORJA MORCA",1936 Berlin,Basketball,Men's,basketball
Summer,1936,Gold,GER,Germany,Willi KAISER,1936 Berlin,Boxing,Men's,- 50.8kg (flyweight)
Summer,1936,Silver,ITA,Italy,Gavino MATTA,1936 Berlin,Boxing,Men's,- 50.8kg (flyweight)
Summer,1936,Bronze,USA,United States,Lou LAURIA,1936 Berlin,Boxing,Men's,- 50.8kg (flyweight)
Summer,1936,Gold,ITA,Italy,Ulderico SERGO,1936 Berlin,Boxing,Men's,50.8 - 53.52kg (bantamweight)
Summer,1936,Silver,USA,United States,Jack WILSON,1936 Berlin,Boxing,Men's,50.8 - 53.52kg (bantamweight)
Summer,1936,Bronze,MEX,Mexico,Fidel ORTIZ,1936 Berlin,Boxing,Men's,50.8 - 53.52kg (bantamweight)
Summer,1936,Gold,ARG,Argentina,Oscar CASANOVAS,1936 Berlin,Boxing,Men's,53.52 - 57.15kg (featherweight)
Summer,1936,Silver,RSA,South Africa,Charles CATTERALL,1936 Berlin,Boxing,Men's,53.52 - 57.15kg (featherweight)
Summer,1936,Bronze,GER,Germany,Josef MINER,1936 Berlin,Boxing,Men's,53.52 - 57.15kg (featherweight)
Summer,1936,Gold,HUN,Hungary,Imre HARANGI,1936 Berlin,Boxing,Men's,57.15 - 61.24kg (lightweight)
Summer,1936,Silver,EST,Estonia,Nikolai STEPULOV,1936 Berlin,Boxing,Men's,57.15 - 61.24kg (lightweight)
Summer,1936,Bronze,SWE,Sweden,Erik AGREN,1936 Berlin,Boxing,Men's,57.15 - 61.24kg (lightweight)
Summer,1936,Gold,FIN,Finland,Sten SUVIO,1936 Berlin,Boxing,Men's,61.24 - 66.68kg (welterweight)
Summer,1936,Silver,GER,Germany,Michael MURACH,1936 Berlin,Boxing,Men's,61.24 - 66.68kg (welterweight)
Summer,1936,Bronze,DEN,Denmark,Gerhard PETERSEN,1936 Berlin,Boxing,Men's,61.24 - 66.68kg (welterweight)
Summer,1936,Gold,FRA,France,Jean DESPEAUX,1936 Berlin,Boxing,Men's,66.68 - 72.57kg (middleweight)
Summer,1936,Silver,NOR,Norway,Henry TILLER,1936 Berlin,Boxing,Men's,66.68 - 72.57kg (middleweight)
Summer,1936,Bronze,ARG,Argentina,Raul Vicente VILLAREAL,1936 Berlin,Boxing,Men's,66.68 - 72.57kg (middleweight)
Summer,1936,Gold,FRA,France,Roger MICHELOT,1936 Berlin,Boxing,Men's,72.57 - 79.38kg (light-heavyweight)
Summer,1936,Silver,GER,Germany,Richard VOGT,1936 Berlin,Boxing,Men's,72.57 - 79.38kg (light-heavyweight)
Summer,1936,Bronze,ARG,Argentina,Francisco RISIGLIONE,1936 Berlin,Boxing,Men's,72.57 - 79.38kg (light-heavyweight)
Summer,1936,Gold,GER,Germany,Herbert RUNGE,1936 Berlin,Boxing,Men's,+ 79.38kg (heavyweight)
Summer,1936,Silver,ARG,Argentina,Guillermo LOVELL,1936 Berlin,Boxing,Men's,+ 79.38kg (heavyweight)
Summer,1936,Bronze,NOR,Norway,Erling NILSEN,1936 Berlin,Boxing,Men's,+ 79.38kg (heavyweight)
Summer,1936,Gold,AUT,Austria,Gregor HRADETZKY,1936 Berlin,Canoe Sprint,Men's,K-1 1000m (kayak single)
Summer,1936,Silver,GER,Germany,Helmut CÄMMERER,1936 Berlin,Canoe Sprint,Men's,K-1 1000m (kayak single)
Summer,1936,Bronze,NED,Netherlands,Jacobus KRAAIER,1936 Berlin,Canoe Sprint,Men's,K-1 1000m (kayak single)
Summer,1936,Gold,AUT,Austria,"Adolf KAINZ, Alfons DORFNER",1936 Berlin,Canoe Sprint,Men's,K-2 1000m (kayak double)
Summer,1936,Silver,GER,Germany,"Ewald TILKER, Fritz BONDROIT",1936 Berlin,Canoe Sprint,Men's,K-2 1000m (kayak double)
Summer,1936,Bronze,NED,Netherlands,"Nicolaas TATES, Willem VAN DER KROFT",1936 Berlin,Canoe Sprint,Men's,K-2 1000m (kayak double)
Summer,1936,Gold,GER,Germany,Ernst KREBS,1936 Berlin,Canoe Sprint,Men's,K-1 10000m
Summer,1936,Silver,AUT,Austria,Fritz LANDERTINGER,1936 Berlin,Canoe Sprint,Men's,K-1 10000m
Summer,1936,Bronze,USA,United States,Ernest RIEDEL,1936 Berlin,Canoe Sprint,Men's,K-1 10000m
Summer,1936,Gold,GER,Germany,"Ludwig LANDEN, Paul WEVERS",1936 Berlin,Canoe Sprint,Men's,K-2 10000m
Summer,1936,Silver,AUT,Austria,"Viktor KALISCH, Karl STEINHUBER",1936 Berlin,Canoe Sprint,Men's,K-2 10000m
Summer,1936,Bronze,SWE,Sweden,"Tage FAHLBORG, Helge LARSSON",1936 Berlin,Canoe Sprint,Men's,K-2 10000m
Summer,1936,Gold,AUT,Austria,Gregor HRADETZKY,1936 Berlin,Canoe Sprint,Men's,folding K-1 10000m
Summer,1936,Silver,FRA,France,Henri EBERHARDT,1936 Berlin,Canoe Sprint,Men's,folding K-1 10000m
Summer,1936,Bronze,GER,Germany,Xaver HÖRMANN,1936 Berlin,Canoe Sprint,Men's,folding K-1 10000m
Summer,1936,Gold,SWE,Sweden,"Sven JOHANSSON, Erik BLADSTRÖM",1936 Berlin,Canoe Sprint,Men's,folding K-2 10000m
Summer,1936,Silver,GER,Germany,"Willi HORN, Erich HANISCH",1936 Berlin,Canoe Sprint,Men's,folding K-2 10000m
Summer,1936,Bronze,NED,Netherlands,"Cornelis WIJDEKOP, Pieter WIJDEKOP",1936 Berlin,Canoe Sprint,Men's,folding K-2 10000m
Summer,1936,Gold,CAN,Canada,Francis AMYOT,1936 Berlin,Canoe Sprint,Men's,C-1 1000m (canoe single)
Summer,1936,Silver,TCH,Czechoslovakia,Bohuslav KARLIK,1936 Berlin,Canoe Sprint,Men's,C-1 1000m (canoe single)
Summer,1936,Bronze,GER,Germany,Erich KOSCHIK,1936 Berlin,Canoe Sprint,Men's,C-1 1000m (canoe single)
Summer,1936,Gold,TCH,Czechoslovakia,"Vladimir SYROVATKA, Jan BRZÁK-FELIX",1936 Berlin,Canoe Sprint,Men's,C-2 1000m (canoe double)
Summer,1936,Silver,AUT,Austria,"EDLETITSCH, KAMPFL",1936 Berlin,Canoe Sprint,Men's,C-2 1000m (canoe double)
Summer,1936,Bronze,CAN,Canada,"Harvey CHARTERS, Frank Warren SAKER",1936 Berlin,Canoe Sprint,Men's,C-2 1000m (canoe double)
Summer,1936,Gold,TCH,Czechoslovakia,"Vaclav MOTTL, Zdenek SKRLANT",1936 Berlin,Canoe Sprint,Men's,C-2 10000m
Summer,1936,Silver,CAN,Canada,"Frank Warren SAKER, Harvey CHARTERS",1936 Berlin,Canoe Sprint,Men's,C-2 10000m
Summer,1936,Bronze,AUT,Austria,"Rupert WEINSTABL, Karl PROISL",1936 Berlin,Canoe Sprint,Men's,C-2 10000m
Summer,1936,Gold,FRA,France,Robert CHARPENTIER,1936 Berlin,Cycling Road,Men's,individual road race
Summer,1936,Silver,FRA,France,Guy LAPÉBIE,1936 Berlin,Cycling Road,Men's,individual road race
Summer,1936,Bronze,SUI,Switzerland,Ernst NIEVERGELT,1936 Berlin,Cycling Road,Men's,individual road race
Summer,1936,Gold,FRA,France,"Robert CHARPENTIER, Guy LAPÉBIE, Robert DORGEBRAY",1936 Berlin,Cycling Road,Men's,team time trial
Summer,1936,Silver,SUI,Switzerland,"Edgar BUCHWALDER, Kurt OTT, Ernst NIEVERGELT",1936 Berlin,Cycling Road,Men's,team time trial
Summer,1936,Bronze,BEL,Belgium,"François VANDERMOTTE, Armand PUTZEYS, Auguste GARREBEEK",1936 Berlin,Cycling Road,Men's,team time trial
Summer,1936,Gold,GER,Germany,Anton (Toni) MERKENS,1936 Berlin,Cycling Track,Men's,sprint individual
Summer,1936,Silver,NED,Netherlands,Arie VAN VLIET,1936 Berlin,Cycling Track,Men's,sprint individual
Summer,1936,Bronze,FRA,France,Louis CHAILLOT,1936 Berlin,Cycling Track,Men's,sprint individual
Summer,1936,Gold,NED,Netherlands,Arie VAN VLIET,1936 Berlin,Cycling Track,Men's,1km time trial
Summer,1936,Silver,FRA,France,Pierre GEORGET,1936 Berlin,Cycling Track,Men's,1km time trial
Summer,1936,Bronze,GER,Germany,Rudolf KARSCH,1936 Berlin,Cycling Track,Men's,1km time trial
Summer,1936,Gold,GER,Germany,"Carly LORENZ, Ernst IHBE",1936 Berlin,Cycling Track,Men's,2000m tandem
Summer,1936,Silver,NED,Netherlands,"Hendrik OOMS, Bernardus Petrus LEENE",1936 Berlin,Cycling Track,Men's,2000m tandem
Summer,1936,Bronze,FRA,France,"Pierre GEORGET, Georges MATON",1936 Berlin,Cycling Track,Men's,2000m tandem
Summer,1936,Gold,FRA,France,"Guy LAPÉBIE, Robert CHARPENTIER, Jean GOUJON, Roger LE NIZERHY",1936 Berlin,Cycling Track,Men's,Team Pursuit (4000m)
Summer,1936,Silver,ITA,Italy,"Severino RIGONI, Armando LATINI, Bianco BIANCHI, Mario GENTILI",1936 Berlin,Cycling Track,Men's,Team Pursuit (4000m)
Summer,1936,Bronze,GBR,Great Britain,"Charles KING, Ernest JOHNSON, Harry HILL, Ernest MILLS",1936 Berlin,Cycling Track,Men's,Team Pursuit (4000m)
Summer,1936,Gold,USA,United States,Richard DEGENER,1936 Berlin,Diving,Men's,3m springboard
Summer,1936,Silver,USA,United States,Marshall WAYNE,1936 Berlin,Diving,Men's,3m springboard
Summer,1936,Bronze,USA,United States,Al GREENE,1936 Berlin,Diving,Men's,3m springboard
Summer,1936,Gold,USA,United States,Marshall WAYNE,1936 Berlin,Diving,Men's,10m platform
Summer,1936,Silver,USA,United States,Elbert ROOT,1936 Berlin,Diving,Men's,10m platform
Summer,1936,Bronze,GER,Germany,Hermann STORK,1936 Berlin,Diving,Men's,10m platform
Summer,1936,Gold,USA,United States,Marjorie GESTRING,1936 Berlin,Diving,Women's,3m springboard
Summer,1936,Silver,USA,United States,Katherine RAWLS,1936 Berlin,Diving,Women's,3m springboard
Summer,1936,Bronze,USA,United States,Dorothy POYNTON,1936 Berlin,Diving,Women's,3m springboard
Summer,1936,Gold,USA,United States,Dorothy POYNTON,1936 Berlin,Diving,Women's,10m platform
Summer,1936,Silver,USA,United States,Velma DUNN,1936 Berlin,Diving,Women's,10m platform
Summer,1936,Bronze,GER,Germany,Käthe KÖHLER,1936 Berlin,Diving,Women's,10m platform
Summer,1936,Gold,GER,Germany,Heinz POLLAY,1936 Berlin,Equestrian Dressage,Mixed,individual
Summer,1936,Silver,GER,Germany,Friedrich GERHARD,1936 Berlin,Equestrian Dressage,Mixed,individual
Summer,1936,Bronze,AUT,Austria,Alois PODHAJSKY,1936 Berlin,Equestrian Dressage,Mixed,individual
Summer,1936,Gold,GER,Germany,"Hermann VON OPPELN-BRONIKOWSKI, Friedrich GERHARD, Heinz POLLAY",1936 Berlin,Equestrian Dressage,Mixed,team
Summer,1936,Silver,FRA,France,"André JOUSSEAUMÉ, Daniel GILLOIS, Gérard DE BALLORE",1936 Berlin,Equestrian Dressage,Mixed,team
Summer,1936,Bronze,SWE,Sweden,"Sven COLLIANDER, Gregor ADLERCREUTZ, Folke SANDSTRÖM",1936 Berlin,Equestrian Dressage,Mixed,team
Summer,1936,Gold,GER,Germany,Ludwig STUBBENDORFF,1936 Berlin,Equestrian Eventing,Mixed,individual
Summer,1936,Silver,USA,United States,Earl THOMSON,1936 Berlin,Equestrian Eventing,Mixed,individual
